FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QA_QC
21, ,H0161, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - MARTINEZ,510,799-3183,3001 FRANKLIN CANYON ROAD, ,RODEO,CA,94572,2120,CONTRA COSTA,06013,"LOCATED BETWEEN THE EAST AND WEST BOUND LANES OF FRANKLIN CANYON ROAD, .54 MILES EAST OF FERNANDEZ DRIVE", , , ,2006/09/15 00:00:00+00,PHONE,2006/09/15 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 105637473,TGS,-122.22372,38.00866,NAVTEQ,2006Q2,ONENTITY,YES,TGS
22, ,C0330, ,POINT,UNCLASSIFIED,DHL EXPRESS - BREMERTON, , ,1305 MARINE DR, ,BREMERTON,WA,98312,2431,KITSAP,53035, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  21151397,TGS,-122.66702,47.57313,NAVTEQ,2006Q2,BLOCKFACE, , 
23, ,C0329, ,POINT,UNCLASSIFIED,DHL EXPRESS - BURLINGTON, , ,1369 PACIFIC DRIVE, ,BURLINGTON,WA,98233,3128,SKAGIT,53057, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  92975791,TGS,-122.32595,48.45876,NAVTEQ,2006Q2,BLOCKFACE, , 
24, ,C0252, ,POINT,UNCLASSIFIED,DHL EXPRESS - CENTRAL POINT,800,225-5345,5885 CRATER LAKE AVENUE, ,CENTRAL POINT,OR,97502,9414,JACKSON,41029, , , , ,2006/09/21 00:00:00+00,WEB,2006/09/21 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 129660568,TGS,-122.85533,42.39772,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
25, ,G0299, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - CHEHALIS,800,742-5877,183 NORTH HAMILTON ROAD, ,CHEHALIS,WA,98532,8803,LEWIS,53041, , , , ,2006/09/12 00:00:00+00,WEB,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  92935632,TGS,-122.92347,46.61587,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
26, ,H0152, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - LONGVIEW,800,610-6500,939 CALIFORNIA WAY, ,LONGVIEW,WA,98632,1658,COWLITZ,53015,WEST SIDE OF CALIFORNIA WAY BETWEEN 7TH AVENUE AND BALTIMORE STREET, , , ,2006/09/21 00:00:00+00,PHONE,2006/09/21 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 121260338,TGS,-122.93656,46.12141,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
27, ,C0156, ,POINT,UNCLASSIFIED,DHL EXPRESS - CORTE MADERA,800,225-5345,15 KOCH SERVICE ROAD, ,CORTE MADERA,CA,94925,1240,MARIN,06041, , , , ,2006/09/18 00:00:00+00,WEB,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  23737547,TGS,-122.51035,37.91699,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
28, ,E0230, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - SEATTLE TERMINAL,206,587-0104,600 SOUTH 96TH STREET, ,SEATTLE,WA,98108,4904,KING,53033,"LOCATED ON THE NORTH SIDE OF SOUTH 96TH STREET, BETWEEN 4TH AVENUE SOUTH AND 8TH STREET SOUTH.", , , ,2006/09/18 00:00:00+00,PHONE,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  21086606,TGS,-122.32664,47.51753,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
29, ,D0319, ,POINT,UNCLASSIFIED,FEDEX - BURLINGTON,800,463-3339,15426 AIRPORT DRIVE,#1,BURLINGTON,WA,98233,5311,SKAGIT,53057,ENTRANCE LOCATED .11 MILES NORTHWEST OF PETERSON ROAD ON THE SOUTHWEST SIDE OF AIRPORT DRIVE., , , ,2006/09/26 00:00:00+00,PHONE,2006/09/26 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", ,TGS,-122.41257,48.47267,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
30, ,A0086, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - EVERETT, WASHINGTON",425,252-8435,2716 MCDOUGALL AVENUE, ,EVERETT,WA,98201,3625,SNOHOMISH,53061,NORTHWEST CORNER OF CALIFORNIA STREET AND MCDOUGALL AVENUE, , , ,2006/09/22 00:00:00+00,PHONE,2006/09/22 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  21009485,TGS,-122.20051,47.98089,NAVTEQ,2006Q2,BLOCKFACE, ,TGS
31, ,B0281, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - SAN FERNANDO VALLEY,818,890-2095,12466 MONTAGUE STREET, ,PACOIMA,CA,91331,2121,LOS ANGELES,06037,LOCATED ON THE SOUTHEAST SIDE OF MONTAGUE STREET BETWEEN SAN FERNANDO ROAD AND RALSTON AVENUE., , , ,2006/09/12 00:00:00+00,PHONE,2006/09/12 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  23986257,TGS,-118.40403,34.25188,NAVTEQ,2006Q2,ONENTITY,YES,TGS
32, ,B0050, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT- BUTTE MONTANA,406,494-7665,3909 WYNNE AVENUE, ,BUTTE,MT,59701,6703,SILVER BOW,30093,"LOCATED ON THE WEST SIDE OF WYNNE AVENUE, 0.02 MILES SOUTH OF THE T INTERSECTION OF WYNNE AVENUE AND AVOCA DRIVE.", , , ,2006/09/13 00:00:00+00,PHONE,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 114783575,TGS,-112.51542,45.96493,NAVTEQ,2006Q2,ONENTITY,YES,TGS
33, ,C0251, ,POINT,UNCLASSIFIED,DHL EXPRESS - EUGENE, , ,29540 AIRPORT RD STE A, ,EUGENE,OR,97402,9516,LANE,41039, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  37683478,TGS,-123.18445,44.11314,NAVTEQ,2006Q2,BLOCKFACE, , 
34, ,G0045, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - DALLAS,800,742-5877,10155 MONROE DRIVE, ,DALLAS,TX,75229,5706,DALLAS,48113, , , , ,2006/09/13 00:00:00+00,WEB,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  17689073,TGS,-96.87995,32.88407,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
35, ,C0152, ,POINT,UNCLASSIFIED,DHL EXPRESS - FAIRFIELD,800,225-5345,2860 CORDELIA ROAD, ,FAIRFIELD,CA,94534,1680,SOLANO,06095,NORTH SIDE OF CORDELIA ROAD .12 MILES WEST OF CHADBOURNE ROAD, , , ,2006/09/25 00:00:00+00,PHONE,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  24549246,TGS,-122.0859,38.22819,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
36, ,C0331, ,POINT,UNCLASSIFIED,DHL EXPRESS - FIFE,800,225-5345,2205 51ST AVENUE EAST, ,FIFE,WA,98424,3905,PIERCE,53053, , , , ,2006/09/19 00:00:00+00,WEB,2006/09/19 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 124471681,TGS,-122.36082,47.2375,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
37, ,G0372, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - DALLAS,800,742-5877,2050 STEMMONS FREEWAY, ,DALLAS,TX,75207,3101,DALLAS,48113, , , , ,2006/09/13 00:00:00+00,WEB,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 122902240,TGS,-96.8263,32.80313,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
38, ,C0221, ,POINT,UNCLASSIFIED,DHL EXPRESS - HONOLULU, , ,550 PAIEA STREET, ,HONOLULU,HI,96819,1856,HONOLULU,15003, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 116851272,TGS,-157.91518,21.33521,NAVTEQ,2006Q2,BLOCKFACE, , 
39, ,A0191, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - PICO RIVERA, CALIFORNIA",323,773-2580,8001 TELEGRAPH ROAD, ,PICO RIVERA,CA,90660,4822,LOS ANGELES,06037, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  23855788,TGS,-118.11813,33.97014,NAVTEQ,2006Q2,BLOCKFACE, , 
40, ,A0032, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - BOISE, IDAHO",208,362-2235,7556 W MOSSY CUP ST, ,BOISE,ID,83709,2841,ADA,16001, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  40577983,TGS,-116.27603,43.57802,NAVTEQ,2006Q2,BLOCKFACE, , 
41, ,G0329, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - CONCORD,800,742-5877,1970 OLIVERA ROAD, ,CONCORD,CA,94520,5425,CONTRA COSTA,06013, , , , ,2006/09/13 00:00:00+00,WEB,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  23668379,TGS,-122.05069,37.99831,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
42, ,E0183, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED- SANTA ROSA TERMINAL,916,371-4555,270 DUTTON AVENUE, ,SANTA ROSA,CA,95407,6805,SONOMA,06097,LOCATED ON THE W SIDE OF DUTTON AVE ABOUT .05 MILES S OF ST HWY 12. ENTRANCE TO ENTITY IS LOCATED ON THE W SIDE OF DUTTON AVE AND THEN ENTITY IS ABOUT .15 MILES W OF DUTTON AVE., , , ,2006/09/15 00:00:00+00,PHONE,2006/09/15 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  23829714,TGS,-122.72838,38.43195,NAVTEQ,2006Q2,ONENTITY,NO,TGS
43, ,G0454, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - CARLSBAD,800,742-5877,2435 W TEXAS ST, ,CARLSBAD,NM,88220,3354,EDDY,35015, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 121678382,TGS,-104.25704,32.4214,NAVTEQ,2006Q2,BLOCKFACE, , 
44, ,H0021, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - BELLINGHAM,360,734-0942,4334 PACIFIC HIGHWAY, ,BELLINGHAM,WA,98226,9017,WHATCOM,53073,EAST SIDE OF PACIFIC HIGHWAY APPROXIMATELY .49 MILES SOUTH FROM THE INTERSECTION OF PACIFIC HIGHWAY AND THOMAS ROAD., , , ,2006/09/18 00:00:00+00,PHONE,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  92962847,TGS,-122.52833,48.79811,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
45, ,G0180, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - RIVERSIDE,800,742-5877,1391 SPRUCE STREET, ,RIVERSIDE,CA,92507,2495,RIVERSIDE,06065, , , , ,2006/09/22 00:00:00+00,WEB,2006/09/22 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  24298461,TGS,-117.34172,33.99109,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
46, ,G0444, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - ALBUQUERQUE,800,742-5877,2401 COMANCHE ROAD NORTHEAST, ,ALBUQUERQUE,NM,87107,4701,BERNALILLO,35001, , , , ,2006/09/11 00:00:00+00,WEB,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  21001758,TGS,-106.61689,35.12412,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
47, ,E0226, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - BELLINGHAM TERMINAL,206,587-0104,3975 IRONGATE ROAD, ,BELLINGHAM,WA,98226,9194,WHATCOM,53073,"LOCATED ON THE WEST SIDE OF IRONGATE ROAD, BETWEEN ALPINE WAY AND MIDWAY LANE.", , , ,2006/09/18 00:00:00+00,PHONE,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 112399067,TGS,-122.45386,48.78423,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
48, ,G0873, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - GLENWOOD SPGS,800,742-5877,771 MARAND RD, ,GLENWOOD SPGS,CO,81601,9325,GARFIELD,08045, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 122364347,TGS,-107.26502,39.46999,NAVTEQ,2006Q2,BLOCKFACE, , 
49, ,H0189, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - OLYMPIA,800,610-6500,830 AIRPORT COURT SOUTHEAST, ,OLYMPIA,WA,98501,6805,THURSTON,53067,NORTHWEST SIDE OF AIRPORT COURT SOUTHEAST .08 MILES EAST FROM THE INTERSECTION OF OLD HIGHWAY 99 SOUTHWEST AND AIRPORT COURT SOUTHEAST, , , ,2006/09/21 00:00:00+00,PHONE,2006/09/21 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 109834440,TGS,-122.89399,46.97543,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
50, ,G0729, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - GOLETA,800,742-5877,505 PINE AVE, ,GOLETA,CA,93117,3707,SANTA BARBARA,06083, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  24417377,TGS,-119.82698,34.43245,NAVTEQ,2006Q2,BLOCKFACE, , 
51, ,G0668, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - GRAND FORKS,800,742-5877,4200 NORTH WASHINGTON STREET, ,GRAND FORKS,ND,58203, ,GRAND FORKS,38035, , , , ,2006/09/14 00:00:00+00,WEB,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 125901882,TGS,-97.07186,47.95951,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
52, ,G0874, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - GRAND JUNCTION,800,742-5877,777 21 1/2 RD, ,GRAND JUNCTION,CO,81505,9709,MESA,08077, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  85690449,TGS,-108.65499,39.11921,NAVTEQ,2006Q2,BLOCKFACE, , 
53, ,A0092, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - FORT COLLINS, COLORADO",970,593-9640,6850 EAST 45TH STREET, ,LOVELAND,CO,80538,8950,LARIMER,08069,SOUTHEAST CORNER OF EAST 45TH STREET AND WOODS AVENUE, , , ,2006/09/14 00:00:00+00,PHONE,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  41237582,TGS,-104.97498,40.43869,NAVTEQ,2006Q2,ONENTITY,YES,TGS
54, ,G0726, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - GALLUP,800,742-5877,501 WILLIAMS STREET, ,GALLUP,NM,87301,4799,MCKINLEY,35031, , , , ,2006/09/14 00:00:00+00,WEB,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 121649365,TGS,-108.70347,35.52334,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
55, ,D0487, ,POINT,UNCLASSIFIED,FEDEX - ENGLEWOOD, , ,7272 S JOLIET ST, ,ENGLEWOOD,CO,80112,3880,ARAPAHOE,08005, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  20755387,TGS,-104.8611,39.58581,NAVTEQ,2006Q2,BLOCKFACE, , 
56, ,D0482, ,POINT,UNCLASSIFIED,FEDEX - SAN LUIS OBISPO, , ,705 FIERO LANE, ,SAN LUIS OBISPO,CA,93401,7944,SAN LUIS OBISPO,06079, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  38279159,TGS,-120.64303,35.24381,NAVTEQ,2006Q2,BLOCKFACE, , 
57, ,D0481, ,POINT,UNCLASSIFIED,FEDEX - SANTA ANA, , ,700 E ALTON AVE, ,SANTA ANA,CA,92705,5610,ORANGE,06059, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  24076876,TGS,-117.85952,33.70467,NAVTEQ,2006Q2,BLOCKFACE, , 
58, ,D0480, ,POINT,UNCLASSIFIED,FEDEX - OREM, , ,70 N 1200 W, ,OREM,UT,84057,4418,UTAH,49049, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  32055195,TGS,-111.7239,40.29843,NAVTEQ,2006Q2,BLOCKFACE, , 
59, ,G0141, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - GRANGEVILLE,800,742-5877,1245 HILL ST, ,GRANGEVILLE,ID,83530,1172,IDAHO,16049, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  86988856,TGS,-116.13002,45.93346,NAVTEQ,2006Q2,BLOCKFACE, , 
60, ,E0228, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - OLYMPIA TERMINAL,206,587-0104,830 AIRPORT COURT SOUTHEAST, ,OLYMPIA,WA,98501,6805,THURSTON,53067,"LOCATED ON THE NORTHWEST SIDE OF AIRPORT COURT, .08 MILES NORTHEAST OF OLD HIGHWAY 99 SOUTHEAST.", , , ,2006/09/18 00:00:00+00,PHONE,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 109834440,TGS,-122.89382,46.97552,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
61, ,G0128, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - GRASS VALLEY,800,742-5877,12025 CHARLES DR, ,GRASS VALLEY,CA,95945,8412,NEVADA,06057, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 105536838,TGS,-121.01514,39.21877,NAVTEQ,2006Q2,BLOCKFACE, , 
62, ,G0399, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - BELLINGHAM,800,742-5877,2162 MIDWAY LN, ,BELLINGHAM,WA,98226,9163,WHATCOM,53073, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  85895635,TGS,-122.44896,48.78555,NAVTEQ,2006Q2,BLOCKFACE, , 
63, ,A0066, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - DENVER, COLORADO",303,295-1561,5871 NORTH BROADWAY, ,DENVER,CO,80216,1024,ADAMS,08001,"COMING FROM INTERSTATE 25, ENTRANCE TO FACILITY IS LOCATED .11 MILES NORTH OF EAST 58TH AVENUE. FACILITY IS LOCATED AT THE END OF THE SERVICE ROAD ON THE SOUTH SIDE, .17 MILES WEST OF NORTH BROADWAY", , , ,2006/09/14 00:00:00+00,PHONE,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  21270966,TGS,-104.99073,39.80272,NAVTEQ,2006Q2,ONENTITY,YES,TGS
